true,pred,confidence,text,reason
app_bug,delivery_issue,0.248,"I received a US Bank Relia Card on XXXX XXXX, 2020. I did not request this card and I do not want this card. I have not file for unemployme…",low confidence
refund_request,billing_problem,0.285,I signed a promissory note that I would make a payment of {$370.00} on XX/XX/2024 for my Credit Card ( also with Wells Fargo ). I made the …,refund vs billing overlap
billing_problem,app_bug,0.273,"I signed up for a Citigold checking account with a promotion which stated if I opened an account, made 2 bill pays in 2 months I would rece…",vague app wording
billing_problem,refund_request,0.252,Yesterday PayPal notified me that someone had tri3ed to use a XXXX in my name which card I never had. The last XXXX numbers used were : XXX…,low confidence
app_bug,billing_problem,0.329,I received a letter in the mail a few months after applying and opening a united XXXX XXXX and amazon XXXX credit card with Chase. I always…,vague app wording
other,refund_request,0.3,My phone was stolen on XX/XX/2024. I noticed unauthorized pending transactions in my Bank of America account and called the bank on XX/XX/2…,low confidence
billing_problem,app_bug,0.345,"On XXXX XX/XX/XXXX, I notified by Citibank and ask if I made a XXXX transaction? No I did not, my account balance was XXXX, I sent a paymen…",vague app wording
refund_request,billing_problem,0.48,I contacted XXXX and set up a job. This job was immediately canceled. The amount of {$160.00} was charged to AFFIRM.   XXXX ONLY REFUNDED T…,refund vs billing overlap
billing_problem,refund_request,0.243,On XX/XX/21 I lost my Transact XXXX / Netspend XXXX paid debit card. I noticed my wallet missing that same evening and called customer serv…,weak delivery cues
app_bug,refund_request,0.341,"On XX/XX/XXXX I went to my bank well Fargo to deposit {$1000.00} into my account to XXXX to my attorney for court costs, during the time at…",vague app wording
refund_request,billing_problem,0.286,XXXX Print complaint CLOSED Submitted STATUS Submitted to the CFPB on XX/XX/XXXXXXXX  PRODUCT Checking or savings account ISSUE Opening an …,refund vs billing overlap
billing_problem,app_bug,0.479,To whom it may concern ; I am writing to formally dispute the improper freezing of my XXXX credit card account ( Last XXXX Digits : XXXX ).…,vague app wording
app_bug,billing_problem,0.411,Home Washington State Office of the Attorney General * Required Information Consumer information Last Name : XXXX XXXX XXXX XXXX XXXX XXXX …,vague app wording
refund_request,app_bug,0.291,My XXXX Prepaid Visa Card by XXXX XXXX was loaded with funds on XXXX/XXXX/2015. Account was frozen following that date with no ability to a…,low confidence
billing_problem,refund_request,0.284,Dear CFPB I am writing to formally lodge a complaint regarding an unauthorized charges on my Chime account and the prolonged delay in resol…,vague app wording
delivery_issue,other,0.245,My father passed away in XXXX. He had a checking and savings account with Bank of America. I closed the account upon his death. I provided …,vague app wording
other,refund_request,0.219,"I am submitted another complaint as to my follow up of complaint # XXXX, dated XX/XX/20. This complaint was closed on XX/XX/20 and TD Bank …",low confidence
app_bug,refund_request,0.302,Bank of America erred by sending a payment to XXXX XXXX for {$7900.00} which was about {$7100.00} more than we owed to XXXX XXXX. Bank of A…,vague app wording
refund_request,billing_problem,0.247,This is the fourth time I've experienced similar deceptive policies. It appears to be a pattern of behave intended to extract additional re…,refund vs billing overlap
other,app_bug,0.4,I opened a Wells Fargo Everyday Checking account under a {$250.00} bonus promotion. I received confirmation of the bonus in the form of an …,vague app wording
refund_request,billing_problem,0.715,I am a chase bank and credit card holder member. I am trying to close my Chase Sapphire Reserve credit card without paying next year 's ann…,refund vs billing overlap
app_bug,refund_request,0.285,In XXXX my card was stolen and all th money was used.i notified the company as soon as I found out and they started the dispute and ultimat…,low confidence
app_bug,refund_request,0.31,"On XX/XX/23, I opened a new checking and savings account with Citibank. I was informed by Citibank via email that my debit card should arri…",vague app wording
billing_problem,refund_request,0.348,Three times I have had an account get opened iny name with Wells Fargo without my knowledge.   In XXXX I did commit fraud in my military We…,low confidence
other,billing_problem,0.316,Capital One had made an unsafe demand that I pay my account on a date completely contrary to the reporting and standard bill date. This err…,low confidence
app_bug,refund_request,0.335,"On XX/XX/XXXX, a person going by the name of "" XXXX XXXX '' sent me a check, asking me to deposit it into my account. He asked me to send a…",vague app wording
app_bug,refund_request,0.259,"My Bank of America XXXXXXXX XXXX XXXX XXXXXXXX XXXX XXXX account was closed in error because of alleged "" fraud '' on my accounnt in XXXX. …",low confidence
app_bug,billing_problem,0.41,CFPB closed the complaint filed by me related to a Civil case filed by me Case # XXXX. They are avoiding providing information about the di…,refund vs billing overlap
refund_request,billing_problem,0.359,"On XX/XX/XXXX, I sent the following letter to Citibank. I have not yet received a response and am still being charged fees. I want all thes…",refund vs billing overlap
billing_problem,app_bug,0.574,XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXXXXXX Consumer Financial Protection Bureau XXXX XXXX XXXX XXXX XXXX XXXXXXXX Subject : …,vague app wording
app_bug,refund_request,0.328,"I ask that my dispute concerning a transaction of {$1200.00} in total, the first time {$310.00} on XXXX XXXX and {$900.00} one the XXXX XXX…",vague app wording
app_bug,refund_request,0.397,"On XX/XX/XXXX I used the Moneygram app to send money using the debit card deposit method. Ive used it in the past with no problem, because …",vague app wording
delivery_issue,app_bug,0.253,"Chime ( or XXXX, formerly XXXX XXXXXXXX XXXX XXXX XXXX XXXXXXXX ) illegally gained access to my personal information and opened a banking a…",vague app wording
refund_request,billing_problem,0.373,"I applied for XXXX XXXX in XX/XX/scrub>XXXX XXXX approved for {$2500.00} for dental services at XXXX XXXX in XXXX, Tx. XX/XX/year>, they ch…",refund vs billing overlap
app_bug,refund_request,0.251,Someone attempted to use my western union account to transfer {$400.00} to someone named XXXX XXXX in XXXX. Western Union charges {$25.00} …,low confidence
refund_request,delivery_issue,0.313,"Opened CD account with XXXX XXXX XXXX on XXXX XXXX XXXX. XXXX XXXX CD recently taken over by "" US BANK ''.  CD reached maturity on XXXX XX/…",weak delivery cues
app_bug,refund_request,0.248,"This complaint is in connection with complaint # XXXX. On XX/XX/year> I transferred {$150.00} from my business account, by phone via their …",low confidence
other,refund_request,0.258,Requested information about my 1099 IRS tax form to Bank of America verbally and in written form with negative results.it is urgent to rece…,low confidence
app_bug,refund_request,0.34,"To Whom it May Concern, On XX/XX/XXXX at XXXX I received a phone call from a XXXX number and I didnt answer it. Seconds later, that exact s…",vague app wording
other,refund_request,0.242,"I deposited a valid check on, XX/XX/2024, in the amount of, {$1400.00}, from a XXXX XXXX account holder.   Suncoast Credit union, on XX/XX/…",low confidence
app_bug,refund_request,0.311,A few days ago I received a check from what I thought was a company called XXXX that had hired me from an online interview. I was told that…,low confidence
other,billing_problem,0.244,I signed up for american express platinum card on XX/XX/2016 because i saw them advertise ( XXXX Membership Rewards Points if you spend $ X…,low confidence
other,billing_problem,0.267,On XXXX XXXX I closed my Chase Amazon charge because of personal reasons. I requested a letter or email from Chase stating my account was p…,vague app wording
